Term	ID	es	nes	pval	sidak	fdr	geneset_size	leading_edge	propagated_edge
TRIF (TICAM1)-mediated TLR4 signaling	R-HSA-937061	0.6689763583068058	1.3017964221326204	0.1929859872171813	1.0	0.49167747044350635	10	RIPK2,NOD2	ALPK1,APP,ATF1,ATF2,BIRC2,BIRC3,BTRC,CASP8,CD14,CHUK,CREB1,CUL1,DUSP3,DUSP4,DUSP6,DUSP7,ELK1,FADD,FBXW11,FOS,HMGB1,IKBIP,IKBKB,IKBKE,IKBKG,IRAK1,IRAK2,IRF3,IRF7,JUN,LRRC14,LY96,MAP2K1,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K7,MAP3K8,MAPK1,MAPK10,MAPK11,MAPK14,MAPK3,MAPK7,MAPK8,MAPK9,MAPKAPK2,MAPKAPK3,MEF2A,MEF2C,N,N4BP1,NFKB1,NFKB2,NFKBIA,NFKBIB,NKIRAS1,NKIRAS2,NLRC5,NLRX1,NOD1,NOD2,OPTN,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5D,PTPN11,RELA,RIPK1,RIPK2,RIPK3,RPS27A,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,S100A12,S100B,SAA1,SARM1,SKP1,TAB1,TAB2,TAB3,TANK,TBK1,TICAM1,TICAM2,TIFA,TLR4,TNIP2,TP53,TRAF2,TRAF3,TRAF6,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2D3,UBE2N,UBE2V1,USP14,USP18,VRK3
Interleukin-1 family signaling	R-HSA-446652	0.6579551772666451	1.2996644539274038	0.19371599837173203	1.0	0.49167747044350635	11	IL1RL1,RIPK2,NOD2,PTPN11	AGER,ALOX5,ALPK1,APP,BTRC,CASP1,CASP8,CHUK,CTSG,CUL1,FBXW11,GSDMD,HMGB1,IKBIP,IKBKB,IKBKG,IL13,IL18,IL18BP,IL18R1,IL18RAP,IL1A,IL1B,IL1F10,IL1R1,IL1R2,IL1RAP,IL1RAPL1,IL1RL1,IL1RL2,IL1RN,IL33,IL36A,IL36B,IL36G,IL36RN,IL37,IL4,IRAK1,IRAK2,IRAK3,IRAK4,LRRC14,MAP2K1,MAP2K4,MAP2K6,MAP3K3,MAP3K7,MAP3K8,MAPK8,MYD88,N,N4BP1,NFKB1,NFKB2,NFKBIA,NFKBIB,NKIRAS1,NKIRAS2,NLRC5,NLRX1,NOD1,NOD2,PELI1,PELI2,PELI3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTPN11,PTPN12,PTPN13,PTPN14,PTPN18,PTPN2,PTPN20,PTPN23,PTPN4,PTPN5,PTPN6,PTPN7,PTPN9,RBX1,RELA,RIPK2,RPS27A,S100A12,S100B,SAA1,SEM1,SIGIRR,SKP1,SMAD3,SQSTM1,STAT3,TAB1,TAB2,TAB3,TBK1,TIFA,TNIP2,TOLLIP,TP53,TRAF2,TRAF6,UBA52,UBB,UBC,UBE2N,UBE2V1,USP14,USP18
Signaling by BRAF and RAF1 fusions	R-HSA-6802952	0.6101776899008904	1.2824683248818607	0.1996784095273072	1.0	0.5040591699757744	5	MPRIP	ACTG1,AGGF1,AGK,AGTRAP,AKAP9,AP3B1,APBB1IP,ARAF,ARRB1,ARRB2,ATG7,BCL2L11,BRAF,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CLCN6,CNKSR1,CNKSR2,CSK,ESRP1,FAM114A2,FAM131B,FGA,FGB,FGG,FN1,FXR1,HRAS,IQGAP1,ITGA2B,ITGB3,JAK2,KDM7A,KIAA1549,KRAS,KSR1,KSR2,LMNA,MAP2K1,MAP2K2,MAPK1,MAPK3,MARK3,MPRIP,NRAS,PAPSS1,PEBP1,QKI,RAF1,RAP1A,RAP1B,SND1,SRC,TENT4A,TLN1,TRAK1,TRIM24,VCL,VWF,YWHAB,ZC3HAV1
Ion channel transport	R-HSA-983712	-0.2466634483113235	-1.2807620253361582	0.20027726620072506	1.0	0.5040591699757744	12	TRPC5,ATP8B3,UBB,CLCN2,ATP10A	ANO10,ANO2,ANO3,ANO4,ANO5,ANO6,ANO7,ANO8,ANO9,ASIC1,ASIC2,ASIC3,ASIC4,ASIC5,ASPH,ATP10A,ATP10B,ATP10D,ATP11A,ATP11B,ATP11C,ATP12A,ATP13A1,ATP13A2,ATP13A4,ATP13A5,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,ATP2A1,ATP2A2,ATP2A3,ATP2B1,ATP2B2,ATP2B3,ATP2B4,ATP2C1,ATP2C2,ATP4A,ATP4B,ATP6AP1,ATP6V0A1,ATP6V0A2,ATP6V0A4,ATP6V0B,ATP6V0C,ATP6V0D2,ATP6V0E1,ATP6V0E2,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C1,ATP6V1C2,ATP6V1D,ATP6V1E1,ATP6V1E2,ATP6V1F,ATP6V1G1,ATP6V1G2,ATP6V1G3,ATP6V1H,ATP7A,ATP7B,ATP8A1,ATP8A2,ATP8B1,ATP8B2,ATP8B3,ATP8B4,ATP9A,ATP9B,ATPV0D1,BEST1,BEST2,BEST3,BEST4,BSND,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CASQ1,CASQ2,CLCA1,CLCA2,CLCA4,CLCN1,CLCN2,CLCN3,CLCN4,CLCN5,CLCN6,CLCN7,CLCNKA,CLCNKB,CLIC2,CUTC,FKBP1B,FXYD1,FXYD2,FXYD3,FXYD4,FXYD6,FXYD7,MCOLN1,MCOLN2,MCOLN3,MLKL,NALCN,NEDD4L,OSTM1,PDZD11,PLN,RAF1,RIPK1,RIPK3,RPS27A,RYR1,RYR2,RYR3,SCNN1A,SCNN1B,SCNN1D,SCNN1G,SGK1,SGK2,SGK3,SLC17A3,SLC9B1,SLC9B2,SLC9C1,SLC9C2,SLN,SRI,STOM,STOML3,TCIRG1,TPCN1,TPCN2,TRDN,TRPA1,TRPC1,TRPC3,TRPC4,TRPC4AP,TRPC5,TRPC6,TRPC7,TRPM1,TRPM2,TRPM3,TRPM4,TRPM5,TRPM6,TRPM7,TRPM8,TRPV1,TRPV2,TRPV3,TRPV4,TRPV5,TRPV6,TSC22D3,TTYH1,TTYH2,TTYH3,UBA52,UBB,UBC,UNC79,UNC80,WNK1,WNK2,WNK3,WNK4,WWP1
Cellular responses to mechanical stimuli	R-HSA-9855142	-0.42196827226165995	-1.2776052197498151	0.20138865918283377	1.0	0.5047355935168093	14	CTNNB1,ADCY3,CAPN2,MMP14,PRKAR1A,PTPN1,FYN,AKT1,IKBKG,GJA1	ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADM,AKT1,ANXA2,CACNA1H,CACNA2D1,CACNB1,CACNB2,CACNB3,CACNG7,CALCRL,CALM1,CAPN2,CAPNS1,CAPNS2,CDH5,CHUK,CTNNB1,FLT4,FN1,FYN,GJA1,GNA11,GNAQ,GNAS,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,HSPG2,IKBKB,IKBKE,IKBKG,ITGA5,ITGAV,ITGB1,ITGB3,KDR,MAPKAP1,MLST8,MMP14,MTOR,NFKB1,NFKBIA,NLRP3,NOS3,P2RX7,P2RY2,PANX1,PDE4D,PDPK1,PECAM1,PIEZO1,PIK3CA,PIK3CB,PIK3CD,PIK3R2,PKN2,PPP2CA,PPP2R1A,PPP2R1B,PPP2R2A,PRKACA,PRKACB,PRKACG,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRR5,PTK2,PTPN1,RAMP2,RELA,RICTOR,SPP1,STAT1,TLN1,TRPV4,VCL,YAP1
Defective CFTR causes cystic fibrosis	R-HSA-5678895	0.6080429326924016	1.2721330199600214	0.20332586083052595	1.0	0.507467460989521	5		CFTR,DERL1,DERL2,DERL3,ERLEC1,ERLIN1,ERLIN2,OS9,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RNF185,RNF5,RPS27A,SEL1L,SEM1,UBA52,UBB,UBC,VCP
Signaling by CSF1 (M-CSF) in myeloid cells	R-HSA-9680350	0.6037957365822857	1.2515296071550859	0.21074131869487234	1.0	0.5237927381669234	5	PTPN11	CSF1,CSF1R,FYN,GAB2,GAB3,GRAP2,GRB2,HCK,IL34,INPP5D,INPPL1,KRAS,LYN,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PLCG2,PTPN11,RPS27A,SHC1,SOS1,SRC,STAT1,STAT3,THOC5,UBA52,UBB,UBC,YES1
Cyclin A/B1/B2 associated events during G2/M transition	R-HSA-69273	-0.35032787943092764	-1.248155395368032	0.21197415509072237	1.0	0.5246798301625731	5	CDC25B,CCNH	CCNA1,CCNA2,CCNB1,CCNB2,CCNH,CDC25A,CDC25B,CDC25C,CDK1,CDK2,CDK7,FOXM1,FZR1,HJURP,LCMT1,MIS18BP1,MNAT1,OBI1,PKMYT1,PLK1,PPME1,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R3B,SGO1,TICRR,WEE1,XPO1
ER-Phagosome pathway	R-HSA-1236974	0.6437482214464961	1.2439616169203345	0.21351368983559627	1.0	0.5263156387305439	6	TLR1,TLR6	B2M,BTK,CALR,CD14,CD36,CHUK,FGA,FGB,FGG,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HLA-H,HMGB1,IKBKB,IKBKG,LY96,MYD88,PDIA3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PSME1,PSME2,RPS27A,S100A1,S100A8,S100A9,SEC22B,SEC61A1,SEC61A2,SEC61B,SEC61G,SEM1,SNAP23,STX4,TAP1,TAP2,TAPBP,TIRAP,TLR1,TLR2,TLR4,TLR6,UBA52,UBB,UBC,VAMP3,VAMP8,mip,porB
Hedgehog 'on' state	R-HSA-5632684	0.6384853089075911	1.219831214554126	0.2225288657364819	1.0	0.5457993990151512	6	DZIP1	ARRB1,ARRB2,BOC,CDC73,CDON,CSNK1A1,CUL3,DHH,DZIP1,EFCAB7,EVC,EVC2,GAS1,GAS8,GLI1,GLI2,GLI3,GPR161,GRK2,HHIP,IHH,IQCE,ITCH,KIF3A,KIF7,NUMB,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTCH1,PTCH2,RBX1,RPS27A,SEM1,SHH,SMO,SMURF1,SMURF2,SPOP,SPOPL,SUFU,UBA52,UBB,UBC,ULK3
RAC1 GTPase cycle	R-HSA-9013149	-0.33947436887015964	-1.2179574179080856	0.22324015485594662	1.0	0.5457993990151512	7	OPHN1,ARHGDIB,ARHGEF15,LAMTOR1,BAIAP2	ABI2,ABL2,ABR,ALS2,AMIGO2,ARAP1,ARAP2,ARAP3,ARHGAP1,ARHGAP10,ARHGAP12,ARHGAP15,ARHGAP17,ARHGAP20,ARHGAP21,ARHGAP22,ARHGAP23,ARHGAP24,ARHGAP25,ARHGAP26,ARHGAP27,ARHGAP29,ARHGAP30,ARHGAP31,ARHGAP32,ARHGAP33,ARHGAP35,ARHGAP39,ARHGAP4,ARHGAP42,ARHGAP44,ARHGAP5,ARHGAP9,ARHGDIA,ARHGDIB,ARHGEF10,ARHGEF11,ARHGEF15,ARHGEF18,ARHGEF19,ARHGEF25,ARHGEF39,ARHGEF4,ARHGEF5,ARHGEF6,ARHGEF7,BAIAP2,BAIAP2L1,BCR,BRK1,CAV1,CDC42,CDC42BPA,CDC42EP1,CDC42EP4,CHN1,CHN2,CIT,CYBA,CYBB,CYFIP1,CYFIP2,DEF6,DEPDC1B,DIAPH3,DLC1,DOCK1,DOCK10,DOCK11,DOCK2,DOCK3,DOCK4,DOCK5,DOCK6,DOCK7,DOCK8,DOCK9,ECT2,EMD,EPHA2,ERBIN,ESYT1,FAM13A,FAM13B,FARP1,FARP2,FERMT2,FGD5,FMNL1,GARRE1,GIT1,GIT2,GMIP,GNA13,HMHA1,IQGAP1,IQGAP2,IQGAP3,ITGB1,JAG1,KALRN,KTN1,LAMTOR1,LBR,LEMD3,MCAM,MCF2,MCF2L,MPP7,MYO9B,NCF1,NCF2,NCF4,NCKAP1,NCKAP1L,NGEF,NHS,NISCH,NOX1,NOX3,NOXA1,NOXO1,OPHN1,PAK1,PAK2,PAK3,PAK4,PAK5,PAK6,PARD6A,PIK3CA,PIK3R1,PIK3R2,PIK3R3,PKN1,PKN2,PLD1,PLD2,PLEKHG1,PLEKHG2,PLEKHG3,PLEKHG4,PLEKHG6,PREX1,PREX2,RAB7A,RAC1,RACGAP1,RALBP1,RASGRF2,SH3BP1,SLC1A5,SNAP23,SOS1,SOS2,SPATA13,SRGAP1,SRGAP2,SRGAP3,SWAP70,SYDE2,TAGAP,TAOK3,TFRC,TIAM1,TIAM2,TMPO,TRIO,VAMP3,VANGL1,VAV1,VAV2,VAV3,VRK2,WAS,WASF1,WASF2,WASF3,WASL,WIPF1,WIPF2,WIPF3,YKT6
Diseases of metabolism	R-HSA-5668914	-0.42785339894237395	-1.1955589298237275	0.23186872666332814	1.0	0.5614356241204742	22	ADAMTSL2,LARGE1,SI,ADAMTS2,UBB,ADAMTS12,CYP26B1,ADAMTS15,OGN,GGT1,CYP19A1,ADAMTS16,CYP11A1	ABCD4,ACACA,ACAN,ACAT1,ACY1,ADA,ADAMTS1,ADAMTS10,ADAMTS12,ADAMTS13,ADAMTS14,ADAMTS15,ADAMTS16,ADAMTS17,ADAMTS18,ADAMTS19,ADAMTS2,ADAMTS20,ADAMTS3,ADAMTS4,ADAMTS5,ADAMTS6,ADAMTS7,ADAMTS8,ADAMTS9,ADAMTSL1,ADAMTSL2,ADAMTSL3,ADAMTSL4,ADAMTSL5,AGRN,AHCY,ALDOB,ALG1,ALG11,ALG12,ALG13,ALG14,ALG2,ALG3,ALG6,ALG8,ALG9,AMN,APRT,ARSB,AUH,B3GALT6,B3GAT3,B3GLCT,B4GALT1,B4GALT7,B4GAT1,BCAN,BCKDHA,BCKDHB,BCKDK,BGN,BTD,C1GALT1,C1GALT1C1,CBLIF,CD320,CFP,CHST14,CHST3,CHST6,CHSY1,CSF2RA,CSF2RB,CSPG4,CSPG5,CTSA,CUBN,CYP11A1,CYP11B1,CYP11B2,CYP17A1,CYP19A1,CYP1B1,CYP21A2,CYP24A1,CYP26B1,CYP26C1,CYP27A1,CYP27B1,CYP2R1,CYP2U1,CYP4F22,CYP7B1,DAG1,DBT,DCN,DCXR,DHDDS,DLD,DOLK,DPAGT1,DPM1,DPM2,DPM3,ECHS1,EPM2A,EXT1,EXT2,FDX1,FDX2,FDXR,FMO3,FMOD,G6PC1,G6PC3,GAA,GALE,GALK1,GALM,GALNS,GALNT12,GALNT3,GALT,GBE1,GCLC,GCLM,GFPT1,GGT1,GLB1,GNE,GNS,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,GSS,GUSB,GYG1,GYG2,GYS1,GYS2,HEXA,HEXB,HGSNAT,HIBCH,HLCS,HPRT1,HSPG2,HYAL1,IDH1,IDS,IDUA,IVD,KERA,KHK,LARGE1,LCT,LFNG,LMBRD1,LUM,MAN1B1,MAOA,MAT1A,MC2R,MCCC1,MCCC2,MGAT2,MMAA,MMAB,MMACHC,MMADHC,MMUT,MOGS,MPDU1,MPI,MTR,MTRR,MUC1,MUC12,MUC13,MUC15,MUC16,MUC17,MUC19,MUC2,MUC20,MUC21,MUC3A,MUC3B,MUC4,MUC5AC,MUC5B,MUC6,MUC7,MUCL1,NAGLU,NCAN,NEU1,NHLRC1,NOTCH1,NOTCH2,NOTCH3,NOTCH4,NUS1,OGN,OMD,OPLAH,PAH,PAPSS2,PC,PCCA,PCCB,PGM1,PMM2,PNP,POMC,POMGNT1,POMT1,POMT2,PPM1K,PPP1R3C,PRELP,RFT1,RPIA,RPS27A,SBSPON,SDC1,SDC2,SDC3,SDC4,SEMA5A,SEMA5B,SFTA3,SFTPA1,SFTPA2,SFTPB,SFTPC,SFTPD,SGSH,SI,SLC26A2,SLC34A2,SLC35D1,SLC37A4,SPON1,SPON2,SRD5A3,SSPOP,ST3GAL3,TALDO1,TBXAS1,TCN2,THBS1,THBS2,THSD1,THSD4,THSD7A,THSD7B,TPMT,UBA52,UBB,UBC,UGT1A1,UGT1A4,VCAN
Negative Regulation of CDH1 Gene Transcription	R-HSA-9764725	0.5918930132309921	1.1935013696684111	0.23267307606385668	1.0	0.5614356241204742	5	TCF12	CTBP1,CTBP2,DNTTIP1,EED,EZH2,FOXQ1,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C15,H4C1,HDAC1,HDAC2,HIST1H3G,KDM1A,KMT5A,MAPK1,MAPK3,MCRIP1,MPHOSPH8,PKM,RBBP4,RBBP7,SIRT1,SMARCA4,SNAI1,SNAI2,SUZ12,TCF12,TCF3,TGIF2,TLE1,TWIST1,TWIST2,WT1,ZBTB33,ZEB1,ZEB2,ZMYM2,ZNF217
Cellular response to heat stress	R-HSA-3371556	-0.4168879580770138	-1.1919077904118809	0.23329740317928271	1.0	0.5614356241204742	16	RANBP2,NDC1,UBB,BAG5,ATM,YWHAE,RLN1,SIRT1,HSPA4L	AKT1S1,ATM,ATR,BAG1,BAG2,BAG3,BAG4,BAG5,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CCAR2,COL4A6,CREBBP,CRYAB,CRYBA4,DEDD2,DNAJB1,DNAJB6,DNAJC2,DNAJC7,EEF1A1,EP300,FKBP4,GML,GSK3B,HDAC6,HIKESHI,HSBP1,HSBP2,HSF1,HSP90AA1,HSP90AB1,HSPA12A,HSPA12B,HSPA13,HSPA14,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA4,HSPA4L,HSPA5,HSPA6,HSPA7,HSPA8,HSPA9,HSPB8,HSPH1,MAPK1,MAPK3,MAPKAPK2,MLST8,MRPL18,MTOR,NDC1,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,POM121,POM121C,PTGES3,RAE1,RANBP2,RLN1,RPA1,RPA2,RPA3,RPS19BP1,RPTOR,SEC13,SEH1L,SERPINH1,SIRT1,ST13,TNFRSF21,TPR,UBB,VCP,YWHAE
Class A/1 (Rhodopsin-like receptors)	R-HSA-373076	-0.26241101265528083	-1.191685059161193	0.23338475860767627	1.0	0.5614356241204742	36	S1PR3,TSHR,CNR1,TRHR,TSHB,KISS1R,CORT,TAC3,INSL5,CGA,DRD2,ANXA1,NPFFR1,OPRM1,CCL25,TRH,GAL,KISS1,RLN2,GNRH1,LHB,SST	ACKR2,ACKR3,ACKR4,ADORA1,ADORA2A,ADORA2B,ADORA3,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,AGT,AGTR1,AGTR2,ANXA1,APLN,APLNR,APP,AVP,AVPR1A,AVPR1B,AVPR2,BDKRB1,BDKRB2,BRS3,C3,C3AR1,C5,C5AR1,C5AR2,CCK,CCKAR,CCKBR,CCL1,CCL11,CCL13,CCL16,CCL17,CCL19,CCL2,CCL20,CCL21,CCL22,CCL23,CCL25,CCL27,CCL28,CCL3,CCL3L1,CCL4,CCL5,CCL7,CCR1,CCR10,CCR2,CCR3,CCR4,CCR5,CCR6,CCR7,CCR8,CCR9,CCRL2,CGA,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CMKLR1,CNR1,CNR2,CORT,CX3CL1,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL16,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,CXCL9,CXCR1,CXCR2,CXCR3,CXCR4,CXCR5,CXCR6,CYSLTR1,CYSLTR2,DRD1,DRD2,DRD3,DRD4,DRD5,ECE1,ECE2,EDN1,EDN2,EDN3,EDNRA,EDNRB,F2,F2R,F2RL1,F2RL2,F2RL3,FFAR1,FFAR2,FFAR3,FFAR4,FPR1,FPR2,FPR3,FSHB,FSHR,GAL,GALR1,GALR2,GALR3,GHRL,GHSR,GNRH1,GNRH2,GNRHR,GNRHR2,GPBAR1,GPER1,GPHA2,GPHB5,GPR132,GPR143,GPR17,GPR18,GPR183,GPR31,GPR35,GPR37,GPR37L1,GPR39,GPR4,GPR55,GPR65,GPR68,GRP,GRPR,HCAR1,HCAR2,HCAR3,HCRT,HCRTR1,HCRTR2,HEBP1,HRH1,HRH2,HRH3,HRH4,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR4,HTR5A,HTR6,HTR7,INSL3,INSL5,KEL,KISS1,KISS1R,KNG1,LHB,LHCGR,LPAR1,LPAR2,LPAR3,LPAR4,LPAR5,LPAR6,LTB4R,LTB4R2,MAS1,MC1R,MC2R,MC3R,MC4R,MC5R,MCHR1,MCHR2,MLN,MLNR,MRGPRD,MT-RNR2,MTNR1A,MTNR1B,NLN,NMB,NMBR,NMS,NMU,NMUR1,NMUR2,NPB,NPBWR1,NPBWR2,NPFF,NPFFR1,NPFFR2,NPS,NPSR1,NPW,NPY,NPY1R,NPY2R,NPY4R,NPY5R,NTS,NTSR1,NTSR2,OPN1LW,OPN1MW,OPN1SW,OPN3,OPN4,OPN5,OPRD1,OPRK1,OPRL1,OPRM1,OXER1,OXGR1,OXT,OXTR,P2RY1,P2RY10,P2RY11,P2RY12,P2RY13,P2RY14,P2RY2,P2RY4,P2RY6,PDYN,PENK,PF4,PLPPR1,PLPPR2,PLPPR3,PLPPR4,PLPPR5,PMCH,PNOC,POMC,PPBP,PPY,PRLH,PRLHR,PROK1,PROK2,PROKR1,PROKR2,PSAP,PTAFR,PTGDR,PTGDR2,PTGER1,PTGER2,PTGER3,PTGER4,PTGFR,PTGIR,PYY,QRFP,QRFPR,RGR,RHO,RLN2,RLN3,RRH,RXFP1,RXFP2,RXFP3,RXFP4,S1PR1,S1PR2,S1PR3,S1PR4,S1PR5,SAA1,SST,SSTR1,SSTR2,SSTR3,SSTR4,SSTR5,SUCNR1,TAAR1,TAAR2,TAAR3,TAAR5,TAAR6,TAAR8,TAAR9,TAC1,TAC3,TACR1,TACR2,TACR3,TBXA2R,TRH,TRHR,TSHB,TSHR,UTS2,UTS2B,UTS2R,XCL1,XCL2,XCR1,XK
Protein localization	R-HSA-9609507	-0.39709947752733904	-1.177187716767948	0.23912059021836995	1.0	0.5709571453200935	14	PEX7,TYSND1,COX19,AGPS,ACOX1,UBB,CHCHD10	ABCD2,ABCD3,ACAA1,ACBD5,ACO2,ACOT2,ACOT4,ACOT8,ACOX1,ACOX2,ACOX3,AGPS,AGXT,ALDH3A2,AMACR,APP,ATAD1,ATP5F1A,ATP5F1B,ATP5MC1,BAAT,BAG6,BCS1L,CAMLG,CAT,CHCHD10,CHCHD2,CHCHD3,CHCHD4,CHCHD5,CHCHD7,CMC2,CMC4,COA4,COA6,COQ2,COX17,COX19,CRAT,CROT,CS,CYB5A,CYC1,DAO,DDO,DECR2,DHRS4,DLD,DNAJC19,ECH1,ECI2,EHHADH,EMD,EPHX2,FIS1,FXN,GDAP1,GET1,GET3,GET4,GFER,GNPAT,GRPEL1,GRPEL2,GSTK1,HACL1,HAO1,HAO2,HMGCL,HMOX1,HSCB,HSD17B4,HSPA9,HSPD1,IDE,IDH1,IDH3G,LONP2,MLYCD,MPV17,MTX1,MTX2,NDUFB8,NOS2,NUDT19,NUDT7,OTC,OTOF,PAM16,PAOX,PECR,PEX1,PEX10,PEX11B,PEX12,PEX13,PEX14,PEX16,PEX19,PEX2,PEX26,PEX3,PEX5,PEX6,PEX7,PHYH,PIPOX,PITRM1,PMPCA,PMPCB,PRNP,PXMP2,PXMP4,RPS27A,SAMM50,SCP2,SEC61B,SEC61G,SERP1,SGTA,SLC25A12,SLC25A13,SLC25A17,SLC25A4,SLC25A6,SLC27A2,STX1A,STX5,TAFAZZIN,TIMM10,TIMM10B,TIMM13,TIMM17A,TIMM17B,TIMM21,TIMM22,TIMM23,TIMM44,TIMM50,TIMM8A,TIMM8B,TIMM9,TOMM20,TOMM22,TOMM40,TOMM5,TOMM6,TOMM7,TOMM70,TYSND1,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2D3,UBE2J2,UBL4A,USP9X,VAMP2,VAPA,VDAC1,ZFAND6
Oncogenic MAPK signaling	R-HSA-6802957	0.6515995962556459	1.1768655996040454	0.2392491543828772	1.0	0.5709571453200935	9	NF1,MPRIP,MAP2K1	ACTG1,AGGF1,AGK,AGTRAP,AKAP9,AP3B1,APBB1IP,ARAF,ARRB1,ARRB2,ATG7,BCL2L11,BRAF,BRAP,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CLCN6,CNKSR1,CNKSR2,CSK,DUSP10,DUSP16,DUSP6,DUSP7,DUSP8,DUSP9,ESRP1,FAM114A2,FAM131B,FGA,FGB,FGG,FN1,FXR1,HRAS,IQGAP1,ITGA2B,ITGB3,JAK2,KDM7A,KIAA1549,KRAS,KSR1,KSR2,LMNA,MAP2K1,MAP2K2,MAP3K11,MAPK1,MAPK3,MARK3,MPRIP,MRAS,NF1,NRAS,PAPSS1,PEBP1,PHB,PPP1CB,PPP1CC,QKI,RAF1,RAP1A,RAP1B,SHOC2,SND1,SPRED1,SPRED2,SPRED3,SRC,TENT4A,TLN1,TRAK1,TRIM24,VCL,VWF,YWHAB,ZC3HAV1
